sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
D07,Y7,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,30.3695,30.3695,Metalloid,48.406,48.406,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,3.2175,3.2175,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,119.089,119.089,Transitional Metal,1.754,1.754,Transitional Metal,040250019003,block_group
D09,Y9,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,11.2062,11.2062,Metalloid,35.996,35.996,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,0.7514,0.7514,Transitional Metal,2.513,2.513,Transitional Metal,0.17366667,0.17366667,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,65.3948,65.3948,Transitional Metal,12.3758,12.3758,Transitional Metal,040250015002,block_group
D11,Y11,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,2.526,2.526,Metalloid,78.6008,78.6008,Alkaline Earth Metal,0.209,0.209,Alkaline Earth Metal,0.166,0.166,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.1664,0.1664,Transitional Metal,0.36,0.36,Transitional Metal,0.4284,0.4284,Post-Transition Metal,18.0256,18.0256,Transitional Metal,16.1144,16.1144,Transitional Metal,040250019003,block_group
D12,Y12,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,12.439,12.439,Metalloid,37.208,37.208,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,0.069,0.069,Transitional Metal,0.8735,0.8735,Transitional Metal,0.323,0.323,Transitional Metal,0.169,0.169,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,17.708,17.708,Transitional Metal,21.573,21.573,Transitional Metal,040250015002,block_group
D13,Y13,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,19.7475,19.7475,Metalloid,31.5545,31.5545,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,0.075,0.075,Transitional Metal,1.696,1.696,Transitional Metal,0.097,0.097,Transitional Metal,0.1305,0.1305,Transitional Metal,0.325,0.325,Post-Transition Metal,6.7975,6.7975,Transitional Metal,8.9155,8.9155,Transitional Metal,040250007003,block_group
D15,Y15,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,4.1115,4.1115,Metalloid,9.9775,9.9775,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.8415,0.8415,Transitional Metal,15.3325,15.3325,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,3.9835,3.9835,Transitional Metal,0.586,0.586,Transitional Metal,040250015002,block_group
D16,Y16,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,2.8575,2.8575,Metalloid,35.712,35.712,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,2.1885,2.1885,Transitional Metal,0.27,0.27,Transitional Metal,0.108,0.108,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,19.851,19.851,Transitional Metal,3.0175,3.0175,Transitional Metal,040250007003,block_group
D17,Y17,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,3.507,3.507,Metalloid,53.705,53.705,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,0.716,0.716,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,0.98,0.98,Transitional Metal,12.084,12.084,Transitional Metal,040250006071,block_group
D20,Y20,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,11.836,11.836,Metalloid,37.861,37.861,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,2.23,2.23,Transitional Metal,0.179,0.179,Transitional Metal,0.1865,0.1865,Transitional Metal,0.7,0.7,Post-Transition Metal,36.959,36.959,Transitional Metal,50.3165,50.3165,Transitional Metal,040250015002,block_group
D21,Y21,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,1.404,1.404,Metalloid,104.909,104.909,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.769,0.769,Transitional Metal,1.5555,1.5555,Transitional Metal,0.552,0.552,Post-Transition Metal,44.4,44.4,Transitional Metal,19.747,19.747,Transitional Metal,040250015002,block_group
D29,Y29,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,3.0212,3.0212,Metalloid,93.3154,93.3154,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,0.7182,0.7182,Transitional Metal,0.6468,0.6468,Transitional Metal,4.5814,4.5814,Transitional Metal,0.48566667,0.48566667,Post-Transition Metal,176.2022,176.2022,Transitional Metal,21.5914,21.5914,Transitional Metal,040250007003,block_group
D32,Y32,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,19.465,19.465,Metalloid,22.38,22.38,Alkaline Earth Metal,,,Alkaline Earth Metal,0.1535,0.1535,Transitional Metal,1.8085,1.8085,Transitional Metal,0.9595,0.9595,Transitional Metal,1.2325,1.2325,Transitional Metal,0.54,0.54,Post-Transition Metal,440.0735,440.0735,Transitional Metal,27.474,27.474,Transitional Metal,040250015002,block_group
D34,Y34,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,18.8675,18.8675,Metalloid,35.2505,35.2505,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,6.40E-02,6.40E-02,Transitional Metal,1.282,1.282,Transitional Metal,0.152,0.152,Transitional Metal,0.8635,0.8635,Transitional Metal,4.855,4.855,Post-Transition Metal,102.354,102.354,Transitional Metal,146.324,146.324,Transitional Metal,040250007003,block_group
D35,Y35,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,14.6925,14.6925,Metalloid,36.9725,36.9725,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,1.105,1.105,Transitional Metal,0.817,0.817,Transitional Metal,0.473,0.473,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,60.4525,60.4525,Transitional Metal,71.028,71.028,Transitional Metal,040250007003,block_group
D37,Y37,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,20.1795,20.1795,Metalloid,67.3625,67.3625,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,3.0685,3.0685,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.1725,0.1725,Transitional Metal,0.413,0.413,Post-Transition Metal,27.7215,27.7215,Transitional Metal,53.1885,53.1885,Transitional Metal,040250015002,block_group
D38,Y38,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,16.2942,16.2942,Metalloid,34.9818,34.9818,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,1.2042,1.2042,Transitional Metal,0.188,0.188,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,7.7648,7.7648,Transitional Metal,1.645,1.645,Transitional Metal,040250007003,block_group
D39,Y39,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,33.022,33.022,Metalloid,37.416,37.416,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,23.9195,23.9195,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,26.957,26.957,Transitional Metal,2.4105,2.4105,Transitional Metal,040250019004,block_group
D40,Y40,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,17.7115,17.7115,Metalloid,8.0725,8.0725,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,1.01,1.01,Transitional Metal,4.8265,4.8265,Transitional Metal,9.2715,9.2715,Post-Transition Metal,130.403,130.403,Transitional Metal,223.4535,223.4535,Transitional Metal,040250015002,block_group
D41,Y41,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,9.1455,9.1455,Metalloid,9.616,9.616,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.9795,0.9795,Transitional Metal,0.355,0.355,Transitional Metal,≤LOD,≤LOD,Post-Transition Metal,29.6345,29.6345,Transitional Metal,4.476,4.476,Transitional Metal,040250015002,block_group
D45,Y45,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,137.3718,137.3718,Metalloid,65.1168,65.1168,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,0.6004,0.6004,Transitional Metal,0.2522,0.2522,Transitional Metal,0.265,0.265,Post-Transition Metal,893.9018,893.9018,Transitional Metal,42.6478,42.6478,Transitional Metal,040250015002,block_group
D50,Y50,Dewey-Humboldt,Water,2011-2012,,&mu;g/L,,,,Post-Transition Metal,2029.7544,2029.7544,Metalloid,47.4428,47.4428,Alkaline Earth Metal,≤LOD,≤LOD,Alkaline Earth Metal,≤LOD,≤LOD,Transitional Metal,≤LOD,≤LOD,Transitional Metal,14.3268,14.3268,Transitional Metal,0.4875,0.4875,Transitional Metal,0.8724,0.8724,Post-Transition Metal,94.9358,94.9358,Transitional Metal,8.5458,8.5458,Transitional Metal,040250007003,block_group
GS01,GS01W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.799142891,2.799142891,Post-Transition Metal,7.046207332,7.046207332,Metalloid,16.87607397,16.87607397,Alkaline Earth Metal,0.009982036,0.009982036,Alkaline Earth Metal,0.208722198,0.208722198,Transitional Metal,3.826711667,3.826711667,Transitional Metal,6.311356695,6.311356695,Transitional Metal,2.243824991,2.243824991,Transitional Metal,0.253586089,0.253586089,Post-Transition Metal,61.78572758,61.78572758,Transitional Metal,5.744982988,5.744982988,Transitional Metal,040138172001,block_group
GS03,GS03W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.866045337,2.866045337,Post-Transition Metal,7.657182058,7.657182058,Metalloid,15.79090752,15.79090752,Alkaline Earth Metal,0.012841721,0.012841721,Alkaline Earth Metal,0.024055693,0.024055693,Transitional Metal,3.880230601,3.880230601,Transitional Metal,0.863295499,0.863295499,Transitional Metal,1.963465641,1.963465641,Transitional Metal,0.049888436,0.049888436,Post-Transition Metal,3.390739452,3.390739452,Transitional Metal,9.634063288,9.634063288,Transitional Metal,040210004002,block_group
GS04,GS04W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.740664698,2.740664698,Post-Transition Metal,7.866389761,7.866389761,Metalloid,15.89188865,15.89188865,Alkaline Earth Metal,0.015745875,0.015745875,Alkaline Earth Metal,0.02242136,0.02242136,Transitional Metal,3.711585122,3.711585122,Transitional Metal,1.961387206,1.961387206,Transitional Metal,2.03693014,2.03693014,Transitional Metal,0.069444503,0.069444503,Post-Transition Metal,3.916314014,3.916314014,Transitional Metal,12.38478623,12.38478623,Transitional Metal,040210004003,block_group
GS05,GS05W-082419,Superior,Water,2019-2020,,&mu;g/L,,4.110573621,4.110573621,Post-Transition Metal,7.254611406,7.254611406,Metalloid,15.47750066,15.47750066,Alkaline Earth Metal,0.014473481,0.014473481,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,2.959128614,2.959128614,Transitional Metal,1.560108654,1.560108654,Transitional Metal,1.905292899,1.905292899,Transitional Metal,0.068709748,0.068709748,Post-Transition Metal,2.796044384,2.796044384,Transitional Metal,4.006897767,4.006897767,Transitional Metal,040210004001,block_group
GS06,GS06W-082419,Superior,Water,2019-2020,,&mu;g/L,,4.873601003,4.873601003,Post-Transition Metal,7.32707008,7.32707008,Metalloid,16.16495661,16.16495661,Alkaline Earth Metal,0.018618494,0.018618494,Alkaline Earth Metal,0.017730138,0.017730138,Transitional Metal,2.507597484,2.507597484,Transitional Metal,3.798363631,3.798363631,Transitional Metal,2.0145822,2.0145822,Transitional Metal,0.066642271,0.066642271,Post-Transition Metal,7.426712051,7.426712051,Transitional Metal,18.52675894,18.52675894,Transitional Metal,040210004002,block_group
GS07,GS07W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.838065706,2.838065706,Post-Transition Metal,7.384076761,7.384076761,Metalloid,16.46612039,16.46612039,Alkaline Earth Metal,0.01001673,0.01001673,Alkaline Earth Metal,0.035285617,0.035285617,Transitional Metal,2.731896501,2.731896501,Transitional Metal,1.149206999,1.149206999,Transitional Metal,6.680275671,6.680275671,Transitional Metal,0.387628439,0.387628439,Post-Transition Metal,8.804677457,8.804677457,Transitional Metal,19.12210495,19.12210495,Transitional Metal,040210004003,block_group
GS08,GS08W-082419,Superior,Water,2019-2020,,&mu;g/L,,4.815194962,4.815194962,Post-Transition Metal,45.29029159,45.29029159,Metalloid,108.9035906,108.9035906,Alkaline Earth Metal,0.017246951,0.017246951,Alkaline Earth Metal,0.059245879,0.059245879,Transitional Metal,<LOD,0.25,Transitional Metal,624.0509367,624.0509367,Transitional Metal,2.275226725,2.275226725,Transitional Metal,0.100576144,0.100576144,Post-Transition Metal,3.00886631,3.00886631,Transitional Metal,2.045927463,2.045927463,Transitional Metal,040210004004,block_group
GS09,GS09W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.497127584,2.497127584,Post-Transition Metal,5.524940453,5.524940453,Metalloid,12.43215298,12.43215298,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,0.025215656,0.025215656,Transitional Metal,1.703711339,1.703711339,Transitional Metal,1.531847899,1.531847899,Transitional Metal,1.259460193,1.259460193,Transitional Metal,0.044605292,0.044605292,Post-Transition Metal,4.62994176,4.62994176,Transitional Metal,2.536219606,2.536219606,Transitional Metal,040210004002,block_group
GS10,GS10W-082419,Superior,Water,2019-2020,,&mu;g/L,,2.527916743,2.527916743,Post-Transition Metal,7.739232225,7.739232225,Metalloid,16.11541781,16.11541781,Alkaline Earth Metal,0.009780913,0.009780913,Alkaline Earth Metal,0.016721748,0.016721748,Transitional Metal,2.963998332,2.963998332,Transitional Metal,0.799654822,0.799654822,Transitional Metal,1.911400803,1.911400803,Transitional Metal,0.069369708,0.069369708,Post-Transition Metal,13.86496559,13.86496559,Transitional Metal,20.84551905,20.84551905,Transitional Metal,040210004003,block_group
GS11,GS11W-082419,Superior,Water,2019-2020,,&mu;g/L,,13.61763452,13.61763452,Post-Transition Metal,7.590613826,7.590613826,Metalloid,15.78694106,15.78694106,Alkaline Earth Metal,0.00972813,0.00972813,Alkaline Earth Metal,0.019991132,0.019991132,Transitional Metal,2.870699353,2.870699353,Transitional Metal,4.140812349,4.140812349,Transitional Metal,2.190163394,2.190163394,Transitional Metal,0.237694256,0.237694256,Post-Transition Metal,18.02654639,18.02654639,Transitional Metal,7.769926914,7.769926914,Transitional Metal,040210004002,block_group
GS13,GS13W-082419,Superior,Water,2019-2020,,&mu;g/L,,3.003636794,3.003636794,Post-Transition Metal,7.981659361,7.981659361,Metalloid,16.17266158,16.17266158,Alkaline Earth Metal,0.009811195,0.009811195,Alkaline Earth Metal,0.035977018,0.035977018,Transitional Metal,3.389603675,3.389603675,Transitional Metal,2.915365647,2.915365647,Transitional Metal,1.943967669,1.943967669,Transitional Metal,0.234573738,0.234573738,Post-Transition Metal,19.30773376,19.30773376,Transitional Metal,5.053412151,5.053412151,Transitional Metal,040210004001,block_group
GS14,GS14W-082419,Superior,Water,2019-2020,,&mu;g/L,,1.992522202,1.992522202,Post-Transition Metal,8.219508974,8.219508974,Metalloid,15.36888112,15.36888112,Alkaline Earth Metal,0.009888466,0.009888466,Alkaline Earth Metal,0.021205223,0.021205223,Transitional Metal,3.623220736,3.623220736,Transitional Metal,0.477803133,0.477803133,Transitional Metal,2.127260796,2.127260796,Transitional Metal,<LOD,0.01,Post-Transition Metal,5.198509984,5.198509984,Transitional Metal,125.5350457,125.5350457,Transitional Metal,040210004004,block_group
GS17,GS17W-082419,Superior,Water,2019-2020,,&mu;g/L,,1.868469558,1.868469558,Post-Transition Metal,8.101152565,8.101152565,Metalloid,16.39572707,16.39572707,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,0.085147377,0.085147377,Transitional Metal,3.430608355,3.430608355,Transitional Metal,0.846191951,0.846191951,Transitional Metal,1.883314682,1.883314682,Transitional Metal,0.231602833,0.231602833,Post-Transition Metal,27.60532126,27.60532126,Transitional Metal,11.79032935,11.79032935,Transitional Metal,040210004004,block_group
GS18,GS18W-082419,Superior,Water,2019-2020,,&mu;g/L,,4.423395886,4.423395886,Post-Transition Metal,8.338105571,8.338105571,Metalloid,16.67389216,16.67389216,Alkaline Earth Metal,0.00985019,0.00985019,Alkaline Earth Metal,0.018929538,0.018929538,Transitional Metal,3.617169453,3.617169453,Transitional Metal,0.941985213,0.941985213,Transitional Metal,2.025943771,2.025943771,Transitional Metal,0.368257057,0.368257057,Post-Transition Metal,5.953195594,5.953195594,Transitional Metal,16.37205327,16.37205327,Transitional Metal,040210004003,block_group
GS19,GS19W-082419,Superior,Water,2019-2020,,&mu;g/L,,3.042546692,3.042546692,Post-Transition Metal,8.249902979,8.249902979,Metalloid,15.86006868,15.86006868,Alkaline Earth Metal,0.012884947,0.012884947,Alkaline Earth Metal,0.025996766,0.025996766,Transitional Metal,3.69203756,3.69203756,Transitional Metal,1.297128539,1.297128539,Transitional Metal,2.464511667,2.464511667,Transitional Metal,0.077486461,0.077486461,Post-Transition Metal,4.482673789,4.482673789,Transitional Metal,47.7354082,47.7354082,Transitional Metal,040210004003,block_group
GS20,GS20W-082419,Superior,Water,2019-2020,,&mu;g/L,,3.576369512,3.576369512,Post-Transition Metal,8.067471943,8.067471943,Metalloid,16.30372878,16.30372878,Alkaline Earth Metal,0.012803799,0.012803799,Alkaline Earth Metal,0.023419336,0.023419336,Transitional Metal,3.611767709,3.611767709,Transitional Metal,0.890691433,0.890691433,Transitional Metal,1.813685503,1.813685503,Transitional Metal,0.036097275,0.036097275,Post-Transition Metal,5.718664114,5.718664114,Transitional Metal,3.324488841,3.324488841,Transitional Metal,040210004003,block_group
GS25,GS25W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,3.862109093,3.862109093,Post-Transition Metal,1.407538475,1.407538475,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.460274563,1.460274563,Transitional Metal,0.043916069,0.043916069,Transitional Metal,0.10384481,0.10384481,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.314203052,0.314203052,Transitional Metal,0.135279976,0.135279976,Transitional Metal,040210004002,block_group
GS01,GS01W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,10.55518814,10.55518814,Post-Transition Metal,1.383968851,1.383968851,Metalloid,<LOD,0.03,Alkaline Earth Metal,0.012752089,0.012752089,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.440899682,1.440899682,Transitional Metal,<LOD,0.005,Transitional Metal,0.061554178,0.061554178,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.655989853,0.655989853,Transitional Metal,0.530557946,0.530557946,Transitional Metal,040138172001,block_group
GS02,GS02W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.364192799,1.364192799,Post-Transition Metal,1.493959789,1.493959789,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.581924469,1.581924469,Transitional Metal,0.021072865,0.021072865,Transitional Metal,0.462472732,0.462472732,Transitional Metal,<LOD,0.01,Post-Transition Metal,1.556061243,1.556061243,Transitional Metal,0.119844805,0.119844805,Transitional Metal,040210004004,block_group
GS04,GS04W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,4.526555019,4.526555019,Post-Transition Metal,1.46040899,1.46040899,Metalloid,0.056161364,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.884418408,1.884418408,Transitional Metal,0.038603571,0.038603571,Transitional Metal,10.01395537,10.01395537,Transitional Metal,<LOD,0.01,Post-Transition Metal,1.339295853,1.339295853,Transitional Metal,0.271986298,0.271986298,Transitional Metal,040210004003,block_group
GS05,GS05W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.804867074,1.804867074,Post-Transition Metal,1.549030561,1.549030561,Metalloid,<LOD,0.03,Alkaline Earth Metal,0.015661915,0.015661915,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.664049129,1.664049129,Transitional Metal,0.02927076,0.02927076,Transitional Metal,0.350974997,0.350974997,Transitional Metal,0.559315984,0.559315984,Post-Transition Metal,0.620538629,0.620538629,Transitional Metal,0.111050819,0.111050819,Transitional Metal,040210004001,block_group
GS06,GS06W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.151528913,1.151528913,Post-Transition Metal,1.229581639,1.229581639,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.404657463,1.404657463,Transitional Metal,0.012302372,0.012302372,Transitional Metal,0.643346839,0.643346839,Transitional Metal,<LOD,0.01,Post-Transition Metal,1.082718926,1.082718926,Transitional Metal,0.089742606,0.089742606,Transitional Metal,040210004002,block_group
GS07,GS07W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.807868092,1.807868092,Post-Transition Metal,1.203282354,1.203282354,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,0.016875008,0.016875008,Transitional Metal,1.685481225,1.685481225,Transitional Metal,<LOD,0.005,Transitional Metal,0.130476469,0.130476469,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.182935745,0.182935745,Transitional Metal,0.199133866,0.199133866,Transitional Metal,040210004003,block_group
GS08,GS08W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.672355158,1.672355158,Post-Transition Metal,1.274914551,1.274914551,Metalloid,<LOD,0.03,Alkaline Earth Metal,0.009844799,0.009844799,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,2.030617066,2.030617066,Transitional Metal,0.019826401,0.019826401,Transitional Metal,0.054889589,0.054889589,Transitional Metal,<LOD,0.01,Post-Transition Metal,1.163809641,1.163809641,Transitional Metal,0.142122247,0.142122247,Transitional Metal,040210004004,block_group
GS09,GS09W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.109819525,1.109819525,Post-Transition Metal,1.077667104,1.077667104,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.186857414,1.186857414,Transitional Metal,0.0238504,0.0238504,Transitional Metal,0.072134084,0.072134084,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.272362909,0.272362909,Transitional Metal,0.125359014,0.125359014,Transitional Metal,040210004002,block_group
GS10,GS10W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,4.323836847,4.323836847,Post-Transition Metal,1.020074376,1.020074376,Metalloid,<LOD,0.03,Alkaline Earth Metal,0.009887304,0.009887304,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.330513176,1.330513176,Transitional Metal,0.014318757,0.014318757,Transitional Metal,0.041393301,0.041393301,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.179106578,0.179106578,Transitional Metal,0.1811139,0.1811139,Transitional Metal,040210004003,block_group
GS11,GS11W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,99.40923279,99.40923279,Post-Transition Metal,1.295302193,1.295302193,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.666697671,1.666697671,Transitional Metal,0.024585961,0.024585961,Transitional Metal,0.138737335,0.138737335,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.953336357,0.953336357,Transitional Metal,0.186976719,0.186976719,Transitional Metal,040210004002,block_group
GS13,GS13W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,3.63842268,3.63842268,Post-Transition Metal,0.954268855,0.954268855,Metalloid,0.61952943,0.61952943,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.11771378,1.11771378,Transitional Metal,0.251555846,0.251555846,Transitional Metal,0.106450529,0.106450529,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.999273294,0.999273294,Transitional Metal,0.214294848,0.214294848,Transitional Metal,040210004001,block_group
GS14,GS14W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,2.287226436,2.287226436,Post-Transition Metal,1.226084279,1.226084279,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.308870832,1.308870832,Transitional Metal,<LOD,0.005,Transitional Metal,0.055543529,0.055543529,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.279458072,0.279458072,Transitional Metal,0.071156248,0.071156248,Transitional Metal,040210004004,block_group
GS17,GS17W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,0.775096504,0.775096504,Post-Transition Metal,1.096936665,1.096936665,Metalloid,<LOD,0.03,Alkaline Earth Metal,0.012950567,0.012950567,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.24672365,1.24672365,Transitional Metal,0.026802316,0.026802316,Transitional Metal,0.036221458,0.036221458,Transitional Metal,<LOD,0.01,Post-Transition Metal,0.811661572,0.811661572,Transitional Metal,0.5712746,0.5712746,Transitional Metal,040210004004,block_group
GS18,GS18W-082419,Superior,Field Blank,2019-2020,,&mu;g/L,,1.550938365,1.550938365,Post-Transition Metal,1.279756182,1.279756182,Metalloid,<LOD,0.03,Alkaline Earth Metal,<LOD,0.005,Alkaline Earth Metal,<LOD,0.01,Transitional Metal,1.710271421,1.710271421,Transitional Metal,0.03044736,0.03044736,Transitional Metal,0.202016991,0.202016991,Transitional Metal,<LOD,0.01,Post-Transition Metal,<LOD,0.06,Transitional Metal,0.069511907,0.069511907,Transitional Metal,040210004003,block_group
